readId,taxonId,minimizKmersHitsTaxon|totMinimizKmers
@bacte>NZ_CP014933.1 Pediococcus claussenii strain TMW 2.53 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP028129.1 Rathayibacter rathayi strain DSM 7485 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AP022847.1 Nitrosophilus alvini DNA  complete genome$errorrate$0.01,224,1|238
@bacte>CP033507.1 Mesorhizobium jarvisii strain ATCC 33669 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP032125.1 Profundibacter amoris strain BAR1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP032698.1 Streptomyces hundungensis strain BH38 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_FO818640.1 Limnospira indica PCC 8005 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LS992154.1 Chlamydia sp. S15-834C isolate S15-834K genome assembly  chromosome: I$errorrate$0.05,2523,25|222
@bacte>AP023213.1 Geobacter bremensis R4 DNA  complete genome$errorrate$0.05,?,?|?
@bacte>LR215023.1 Mycoplasma iowae strain NCTC10185 genome assembly  chromosome: 1$errorrate$0.01,3871,1|261
@bacte>CP001791.1 [Bacillus] selenitireducens MLS10 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP020822.1 Tenacibaculum maritimum strain TM-KORJJ chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP082966.1 Polaribacter litorisediminis strain OITF-11 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP071586.1 Pseudomonas germanica strain FIT28 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP014141.1 Thermus parvatiensis strain RL  complete genome$errorrate$0.01,?,?|?
@bacte>CP086000.1 Odoribacter splanchnicus DSM 20712 strain FDAARGOS_1579 chromosome$errorrate$0.05,?,?|?
@bacte>CP022753.1 Nocardiopsis gilva YIM 90087 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AE000657.1 Aquifex aeolicus VF5  complete genome$errorrate$0.01,?,?|?
@bacte>CP020809.1 Mycobacterium dioxanotrophicus strain PH-06 chromosome  complete genome$errorrate$0.01,465,1|231
@bacte>CP071504.1 Shewanella cyperi strain FJAT-53726 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP064939.1 Pedobacter endophyticus strain JBR3-12 chromosome  complete genome$errorrate$0.01,3522,1|230
@bacte>CP011568.3 Pandoraea thiooxydans strain DSM 25325  complete genome$errorrate$0.05,?,?|?
@bacte>CP061539.1 Rothia terrae strain KJZ-14 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP022562.1 Pseudomonas monteilii strain B5 chromosome  complete genome$errorrate$0.01,3232,2|193
@bacte>CP034539.1 Streptomyces cyaneochromogenes strain MK-45 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP048838.1 [Clostridium] innocuum strain ATCC 14501 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP039934.1 Myroides fluvii strain CJ210 chromosome  complete genome$errorrate$0.05,3732,1|200
@bacte>CP042266.1 Streptomyces qinzhouensis strain SSL-25 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP101694.1 Photobacterium toruni strain WD2103 chromosome 1  complete sequence$errorrate$0.05,?,?|?
@bacte>LR215039.1 Mycoplasma columborale strain NCTC10179 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>CP072888.1 Enterococcus raffinosus strain F162_2 chromosome  complete genome$errorrate$0.05,340,1|198
@bacte>CP027850.1 Caulobacter segnis strain TK0059 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP091285.1 Flavobacterium jumunjinense strain HME7102 chromosome  complete genome$errorrate$0.05,11,1|234
@bacte>HG322949.1 Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628  complete genome$errorrate$0.05,?,?|?
@bacte>CP089309.1 Thiocapsa bogorovii strain BBS chromosome  complete genome$errorrate$0.01,3946,1|249
@bacte>CP034943.1 Bacillus spizizenii ATCC 6633 = JCM 2499 strain ATCC 6633 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP029495.1 Chromobacterium phragmitis strain IIBBL 112-1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP001966.1 Tsukamurella paurometabola DSM 20162  complete genome$errorrate$0.05,?,?|?
@bacte>FN645454.1 Bartonella clarridgeiae strain 73  complete genome$errorrate$0.05,?,?|?
@bacte>CP036246.2 Arcobacter porcinus strain CCUG 56899 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP040863.1 Rodentibacter heylii strain G1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP003703.1 Mycoplasma wenyonii str. Massachusetts  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>FM252032.1 Streptococcus suis BM407 complet genome  strain BM407$errorrate$0.01,?,?|?
@bacte>LN898144.1 Lactobacillus oligofermentans DSM 15707 = LMG 22743 isolate LACOL genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP058554.1 Comamonas piscis strain BIGb0172 chromosome$errorrate$0.05,?,?|?
@bacte>CP021255.1 Desulfobulbus oralis strain HOT041/ORNL chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>LS483423.1 Jonesia denitrificans strain NCTC10816 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>LT990039.1 Mordavella sp. Marseille-P3756 genome assembly  chromosome: contig00001$errorrate$0.05,?,?|?
@bacte>CP032382.1 Chryseolinea soli strain KIS68-18 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP048261.1 Streptomyces rimosus subsp. rimosus ATCC 10970 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP039396.1 Duncaniella dubosii strain H5 chromosome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP007013.1 Thermotoga maritima MSB8  complete genome$errorrate$0.05,?,?|?
@bacte>CP072467.1 Spiractinospora alimapuensis strain VN6-2 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP046909.1 Paraburkholderia acidiphila strain 7Q-K02 chromosome 1  complete sequence$errorrate$0.01,?,?|?
@bacte>CP025057.1 Spiroplasma floricola 23-6 chromosome  complete genome$errorrate$0.01,1136,1|225
@bacte>CP075379.1 Borrelia puertoricensis strain SUM chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP034562.1 Flammeovirga pectinis strain L12M1 chromosome 1  complete sequence$errorrate$0.01,?,?|?
@bacte>CP060780.1 Sphingomonas daechungensis strain KACC 18115 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP059492.1 Changpingibacter yushuensis strain JY-X040 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP006650.1 Paracoccus aminophilus JCM 7686  complete genome$errorrate$0.05,?,?|?
@bacte>CP003777.1 Amycolatopsis mediterranei RB  complete genome$errorrate$0.01,2485,1|203
@bacte>CP029553.1 Methylobacterium terrae strain 17Sr1-28 chromosome  complete genome$errorrate$0.05,2655,1|249
@bacte>CP054938.1 Streptomyces harbinensis strain NA02264 chromosome  complete genome$errorrate$0.05,3123,1|251
@bacte>CP041159.1 Leisingera aquaemixtae strain R2C4 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP013729.1 Roseateles depolymerans strain KCTC 42856  complete genome$errorrate$0.01,?,?|?
@bacte>CP071454.1 Rhizobium lentis strain BLR27 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP081502.1 Streptococcus halichoeri strain Shali_VAS-CPH chromosome  complete genome$errorrate$0.05,2116,1|260
@bacte>CP002660.1 Clostridium acetobutylicum DSM 1731  complete genome$errorrate$0.01,?,?|?
@bacte>CP032485.1 Neokomagataea tanensis strain AH13 = NBRC 106556 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AP022620.1 Mycolicibacterium anyangense JCM 30275 DNA  nearly complete genome$errorrate$0.05,?,?|?
@bacte>CP088980.1 Rhodanobacter denitrificans strain FW104-R5 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP034463.1 Streptomyces aquilus strain GGCR-6 chromosome  complete genome$errorrate$0.05,2981,1|240
@bacte>CP005287.1 Cutibacterium avidum 44067 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,3790,1|203
@bacte>NZ_CP017479.1 Flavobacterium gilvum strain EM1308 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP040530.1 Bacteroides thetaiotaomicron strain DSM 2079 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP046200.1 Enterobacteriaceae endosymbiont of Donacia piscatrix isolate DpisSym chromosome$errorrate$0.05,?,?|?
@bacte>CP053642.1 Actinomyces marmotae strain zg-325 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP002400.1 Ethanoligenens harbinense YUAN-3  complete genome$errorrate$0.05,1384,1|277
@bacte>CP072610.1 Pseudomonas wenzhouensis strain A20 chromosome  complete genome$errorrate$0.01,2602,1|198
@bacte>CP054557.1 Wolbachia endosymbiont of Wiebesia pumilae isolate MIAOwWpum chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP016793.1 Lentzea guizhouensis strain DHS C013 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP104213.1 Deinococcus rubellus strain Ant6 chromosome  complete genome$errorrate$0.05,3133,1|246
@bacte>CP037933.1 Flavobacterium nackdongense strain GS13 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP083590.1 Streptomyces mobaraensis strain DSM 40587 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP001099.1 Chlorobaculum parvum NCIB 8327  complete genome$errorrate$0.05,?,?|?
@bacte>CP000267.1 Rhodoferax ferrireducens T118  complete genome$errorrate$0.05,?,?|?
@bacte>CP084115.1 Cobetia amphilecti strain N-80 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP034072.1 Mycolicibacterium nivoides strain DL90 chromosome$errorrate$0.05,?,?|?
@bacte>CP050063.1 Spirosoma aureum strain BT328 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AP014507.1 Pseudothermotoga elfii DSM 9442 = NBRC 107921 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP054840.1 Comamonas antarctica strain 16-35-5 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP033614.1 Leptospira kmetyi strain LS 001/16 chromosome 1  complete sequence$errorrate$0.01,?,?|?
@bacte>CP029426.1 Bradyrhizobium amphicarpaeae strain 39S1MB chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP001312.1 Rhodobacter capsulatus SB 1003  complete genome$errorrate$0.05,?,?|?
@bacte>CP020373.1 Shewanella khirikhana strain TH2012 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP024634.1 Bathymodiolus thermophilus thioautotrophic gill symbiont strain EPR9N chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP047491.1 Microbulbifer hydrolyticus strain IRE-31 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP031222.1 Aquirhabdus parva strain HYN0046 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LT629788.1 Pseudomonas moraviensis strain BS3668 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP021978.1 Streptomyces hawaiiensis strain ATCC 12236 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP049331.1 Vibrio ziniensis strain ZWAL4003 chromosome 1  complete sequence$errorrate$0.01,?,?|?
@bacte>CP038865.1 Vagococcus xieshaowenii strain personal::cf-49 chromosome  complete genome$errorrate$0.05,554,1|207
@bacte>CP013652.1 Paenibacillus naphthalenovorans strain 32O-Y chromosome  complete genome$errorrate$0.01,261,2|201
@bacte>CP002216.1 Caldicellulosiruptor owensensis OL  complete genome$errorrate$0.05,?,?|?
@bacte>CP012357.1 Spiroplasma litorale strain TN-1  complete genome$errorrate$0.05,3174,1|273
@bacte>CP088237.1 Ralstonia solanacearum strain UW251 chromosome$errorrate$0.01,2569,1|202
@bacte>CP073280.1 Anaerobutyricum hallii strain EHAL chromosome$2pointsRearrangement$NA,?,?|?
@bacte>CP041352.1 Casimicrobium huifangae strain SJ-1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP002130.1 Candidatus Midichloria mitochondrii IricVA chromosome  complete genome$errorrate$0.05,2052,2|179
@bacte>CP009577.1 Listeria ivanovii subsp. ivanovii strain WSLC 3010  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>LT629762.1 Pseudomonas prosekii strain LMG 26867 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP000148.1 Geobacter metallireducens GS-15  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP016176.1 Xenorhabdus hominickii strain ANU1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP022957.1 Maribacter cobaltidurans strain B1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP018161.1 Endosymbiont of Rhynchophorus ferrugineus DNA  complete genome  isolate: NARRFE1$errorrate$0.01,3871,3|233
@bacte>CP046580.1 Wolbachia endosymbiont of Dipetalonema caudispina strain 362YU chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP065383.1 Atribacter laminatus strain RT761 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP009159.1 Actinobacillus suis ATCC 33415  complete genome$errorrate$0.05,?,?|?
@bacte>CP042218.1 Luteimonas granuli strain Gr-4 chromosome  complete genome$errorrate$0.05,1266,1|188
@bacte>AP019007.1 Enterobacter oligotrophicus CCA6 DNA  complete genome$errorrate$0.05,?,?|?
@bacte>CP001291.1 Cyanothece sp. PCC 7424  complete genome$errorrate$0.01,648,3|217
@bacte>CP007030.1 Thioalkalimicrobium aerophilum AL3  complete genome$errorrate$0.01,?,?|?
@bacte>CP032229.1 Streptomyces seoulensis strain KCTC 9819 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>BX908798.2 Candidatus Protochlamydia amoebophila UWE25 complete genome$errorrate$0.05,?,?|?
@bacte>CP063845.1 Gloeobacter morelensis MG652769  complete genome$errorrate$0.05,3616,1|283
@bacte>CP003391.1 Rickettsia prowazekii str. Chernikova  complete genome$errorrate$0.01,?,?|?
@bacte>CP068551.1 Pseudomonas khazarica strain ODT-83 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP023695.1 Streptomyces alboniger strain ATCC 12461 chromosome  complete genome$errorrate$0.01,3379,1|243
@bacte>AP018400.1 Streptococcus ruminantium GUT187T DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP035042.1 Halomonas tianxiuensis strain BC-M4-5 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP000667.1 Salinispora tropica CNB-440  complete genome$errorrate$0.05,?,?|?
@bacte>CP065729.1 Macrococcus caseolyticus strain FDAARGOS_868 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP066037.1 Burkholderia ambifaria strain FDAARGOS_1027 chromosome 1  complete sequence$errorrate$0.05,1381,1|234
@bacte>CM001775.1 Geminocystis herdmanii PCC 6308 chromosome  whole genome shotgun sequence$errorrate$0.01,?,?|?
@bacte>LR590481.1 Hathewaya histolytica strain NCTC503 genome assembly  chromosome: 1$errorrate$0.01,2194,2|198
@bacte>CP009365.1 Pseudomonas soli strain SJ10  complete genome$errorrate$0.05,2489,1|237
@bacte>CP040752.1 Streptomyces rectiverticillatus strain B15-08 chromosome  complete genome$errorrate$0.01,1694,1|216
@bacte>CP086254.1 Brachybacterium halotolerans subsp. kimchii strain CBA3105 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>NZ_CM001844.1 Bartonella bovis 91-4 chromosome  whole genome shotgun sequence$errorrate$0.01,?,?|?
@bacte>CP036353.1 Gimesia maris strain CA11 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_LT635457.1 Actinomyces pacaensis strain Marseille-P2985T chromosome contig00001$errorrate$0.05,?,?|?
@bacte>CP049255.1 Microbacterium endophyticum strain DSM 27099 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP063362.1 Xanthobacter dioxanivorans strain YN2 chromosome  complete genome$errorrate$0.05,196,1|189
@bacte>LT615367.1 Dickeya aquatica strain 174/2 genome assembly  chromosome: Chromosome$errorrate$0.01,?,?|?
@bacte>CP069060.1 Wolbachia endosymbiont of Drosophila santomea strain wSan isolate KB161 chromosome$errorrate$0.01,?,?|?
@bacte>CP034035.1 Brenneria rubrifaciens strain 6D370 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP001632.1 Capnocytophaga ochracea DSM 7271  complete genome$errorrate$0.01,?,?|?
@bacte>CP035952.1 Pseudomonas tructae strain SNU WT1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP024702.1 Fusobacterium pseudoperiodonticum strain KCOM 1282 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP063304.1 Blautia liquoris strain LZLJ-3 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP060138.1 Rickettsia tillamookensis strain Tillamook 23 chromosome$errorrate$0.01,?,?|?
@bacte>LR134484.1 Gemella haemolysans strain NCTC10459 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>AE017321.1 Wolbachia endosymbiont strain TRS of Brugia malayi isolate wBm chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP002444.1 Thermovibrio ammonificans HB-1  complete genome$errorrate$0.05,?,?|?
@bacte>CP029364.1 Bacillus halotolerans strain ZB201702 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP011361.3 Salimicrobium jeotgali strain MJ3  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP009312.1 Lawsonella clevelandensis strain X1036 chromosome  complete genome$errorrate$0.05,2886,1|229
@bacte>CP023704.1 Caldibacillus thermoamylovorans strain SSBM chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP023147.1 Mycobacterium marseillense strain FLAC0026 chromosome  complete genome$errorrate$0.01,1029,1|207
@bacte>CP031466.1 Paraburkholderia caffeinilytica strain CF1 chromosome 1  complete sequence$errorrate$0.05,2638,2|225
@bacte>AP024085.1 Faecalibacillus intestinalis 14EGH31 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP025491.2 Legionella sainthelensi strain LA01-117 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP104143.1 Rhizobium sullae strain WSM1592 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP010802.1 Desulfuromonas soudanensis strain WTL chromosome  complete genome$errorrate$0.01,2077,1|265
@bacte>CP028918.1 Gemmobacter aquarius strain HYN0069 chromosome  complete genome$errorrate$0.01,1653,1|202
@bacte>CP023741.1 Sphingobium yanoikuyae strain S72 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LR134350.1 Actinomyces howellii strain NCTC11636 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP048436.1 Flavonifractor plautii strain JCM 32125 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP035130.1 Gudongella oleilytica strain W6 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP058278.1 Flavobacterium inviolabile strain P2-65 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>LT629755.1 Agromyces flavus strain CPCC 202695 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@bacte>AE004439.1 Pasteurella multocida subsp. multocida str. Pm70  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP017476.1 Hydrogenophaga crassostreae strain LPB0072 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP001157.1 Azotobacter vinelandii DJ  complete genome$errorrate$0.05,?,?|?
@bacte>CP032518.1 Cupriavidus oxalaticus strain T2 chromosome 1  complete sequence$errorrate$0.01,2282,1|240
@bacte>CP034073.1 Shewanella psychromarinicola strain M2 chromosome$errorrate$0.01,?,?|?
@bacte>CP035913.1 Pseudoduganella lutea strain DSM 17473 chromosome$errorrate$0.05,?,?|?
@bacte>NZ_CP018193.1 Granulibacter bethesdensis strain NIH7.1 chromosome  complete genome$errorrate$0.01,?,?|?
